predicate;question
http://purl.org/linguistics/gold/hypernym;What's an example of a galaxy
http://dbpedia.org/ontology/country;What is the name of a university located in the palestinian territories
http://dbpedia.org/ontology/birthPlace;who was born in gilan
http://xmlns.com/foaf/0.1/gender;Is angus lennie a male or female?
http://dbpedia.org/ontology/genre;What is the name of a black metal album
http://dbpedia.org/ontology/child;Who is joe shaw's father?
http://dbpedia.org/ontology/literaryGenre;What genre of book is the pale horse?
http://dbpedia.org/ontology/timeZone;Which time zone is fredericksburg, virginia in?
http://dbpedia.org/ontology/country;in what country did the transformers originate
http://purl.org/linguistics/gold/hypernym;What format was rhodes ii released in
http://dbpedia.org/ontology/isPartOf;What is the name of an airport located in coconino county
http://dbpedia.org/ontology/country;what is the nationality of miss info?
http://dbpedia.org/ontology/genre;What type of movie is wired?
http://dbpedia.org/ontology/genre;Who was a famous Bulgarian swing music artist?
http://xmlns.com/foaf/0.1/gender;is fred myton male or female
http://dbpedia.org/property/modes;what gameplay mode can you play gumshoe in
http://dbpedia.org/ontology/genre;what kind of music did matt bachand make?
http://dbpedia.org/ontology/artist;what are some of the albums released by elvis presley?
http://purl.org/linguistics/gold/hypernym;what in the world is kanu sanyal
http://dbpedia.org/ontology/developer;what game is developed by namco?
http://dbpedia.org/ontology/recordLabel;who's an act that's signed to word records
http://dbpedia.org/ontology/genre;what are some pop music artists
http://dbpedia.org/ontology/isPartOf;what college of art and design is located in dublin
http://dbpedia.org/ontology/isPartOf;what country is blythedale in
http://dbpedia.org/ontology/birthPlace;what are the names of people born in mumbai
http://dbpedia.org/ontology/city;which city is international airport irkutsk located in?
http://dbpedia.org/ontology/birthPlace;what film producer is from washington, d.c.
http://dbpedia.org/ontology/type;what type of school is erina high school?
http://dbpedia.org/ontology/birthPlace;Where was kim hee-ae born?
http://purl.org/linguistics/gold/hypernym;What profession does Hermann Eris Busse have?
http://dbpedia.org/ontology/type;what type of album is wild one
http://purl.org/linguistics/gold/hypernym;what does alexander laszlo do
http://purl.org/linguistics/gold/hypernym;what type of celestial object is phi1 cancri?
http://dbpedia.org/ontology/timeZone;which time zones is kalocsa located in?
http://dbpedia.org/ontology/timeZone;which time zone is gum springs, arkansas in
http://dbpedia.org/ontology/birthPlace;Ronald E. Rosser was born where?
http://dbpedia.org/ontology/genre;Which genre is the album seconds out associated most closely with
http://xmlns.com/foaf/0.1/gender;which gender is  yuki tanada
http://dbpedia.org/ontology/birthPlace;who was born in giza
http://dbpedia.org/ontology/isPartOf;what county is ypsilanti township located in
http://dbpedia.org/ontology/genre;what genre does building 429 perform in
http://dbpedia.org/ontology/country;what is carter pann's country of origin?
http://dbpedia.org/ontology/genre;Who is a country artist?
http://dbpedia.org/ontology/artist;what album is by philly joe jones?
http://dbpedia.org/ontology/writer;which films did pete hamill write
http://dbpedia.org/ontology/publisher;Who published phoenix?
http://purl.org/linguistics/gold/hypernym;what is an album
http://purl.org/linguistics/gold/hypernym;what is a soundtrack album released in 2002?
http://dbpedia.org/ontology/country;What country is split rock dam located in?
http://dbpedia.org/ontology/deathPlace;Where did rene thirifays die
http://dbpedia.org/ontology/birthPlace;where was sandro nicevic born
http://dbpedia.org/ontology/isPartOf;Name a location within the united states
http://dbpedia.org/ontology/writer;What is a composition by paul westerberg?
http://dbpedia.org/ontology/occupation;Name a production designer.
http://purl.org/linguistics/gold/hypernym;who is akari yoshida's profession?
http://dbpedia.org/ontology/hometown;Which town is taramaclean from?
http://dbpedia.org/ontology/influencedBy;which person has ernest hemingway influenced
http://dbpedia.org/ontology/location;what tourist attractions are located in santa barbara county
http://dbpedia.org/ontology/deathCause;who is a known person that died from myocardial infarction
http://xmlns.com/foaf/0.1/gender;what is  gaetano reina's gender
http://dbpedia.org/ontology/birthPlace;what's the name of an actor who's from los angeles
http://xmlns.com/foaf/0.1/gender;what is trent smith's gender?
http://dbpedia.org/ontology/isPartOf;which town is located in the united states
http://dbpedia.org/ontology/hometown;Where is david nelson from?
http://purl.org/linguistics/gold/hypernym;who is a professional politician
http://dbpedia.org/ontology/director;what is a movie directed by paris barclay
http://dbpedia.org/ontology/genre;what is the genre of jonny quest
http://dbpedia.org/ontology/birthPlace;where was jose llorens echevarria born
http://dbpedia.org/ontology/genre;What sort of music is on the album feel it
http://dbpedia.org/ontology/hometown;Where did hospitality originate from
http://dbpedia.org/ontology/country;Where as just love located
http://dbpedia.org/ontology/birthPlace;where was tanio boccia born
http://dbpedia.org/ontology/language;is the movie i was a mail order bride in french or english language
http://dbpedia.org/ontology/author;who was the author of the dead father
http://dbpedia.org/ontology/isPartOf;Where is telford and wrekin?
http://dbpedia.org/ontology/industry;in what industry is the business operation objective interface systems
http://dbpedia.org/ontology/instrument;What instrument does howard johnson play
http://dbpedia.org/ontology/distributor;what is a film produced by aardman animations
http://purl.org/linguistics/gold/hypernym;What is stefan arngrim's profession?
http://dbpedia.org/ontology/isPartOf;which US state is elkhart in
http://dbpedia.org/ontology/recordLabel;which label signed angry anderson
http://dbpedia.org/ontology/deathPlace;where did giovanni battista piranesi take his last breath
http://dbpedia.org/ontology/genre;what kind of music does hitomi shimatani perform
http://dbpedia.org/ontology/publisher;which publisher was behind the game ant attack
http://dbpedia.org/ontology/genre;Which genre is the dick van dyke show on netflix
http://dbpedia.org/ontology/country;what northern country is osisko lake located
http://dbpedia.org/ontology/literaryGenre;what book genre is parable of the sower?
http://dbpedia.org/ontology/genre;what kind of album is ozzfest 2002
http://dbpedia.org/ontology/birthPlace;Which woman was born in harris county, texas?
http://dbpedia.org/ontology/genre;What genre of videogame is mystery case files: 13th skull
http://dbpedia.org/ontology/genre;what kind of game is hail to the chimp
http://dbpedia.org/ontology/genre;which album has the genre of rock music
http://dbpedia.org/ontology/foundedBy;what organizations have josiah spode founded?
http://dbpedia.org/ontology/birthPlace;Name someone born in Edo
http://dbpedia.org/ontology/genre;what genre of music does glukoza perform
http://dbpedia.org/ontology/hometown;what is the nationality of samantha moore
http://dbpedia.org/ontology/genre;what album is classified as art rock
http://dbpedia.org/ontology/isPartOf;what is a city in the united states
http://dbpedia.org/ontology/restingPlace;Where is hugh w. mercer buried
http://dbpedia.org/ontology/recordLabel;which music label is turley richards signed to
http://dbpedia.org/ontology/locatedInArea;what mountain is partially in norway?
http://dbpedia.org/ontology/birthPlace;what country gives nationality to barbara a. schaal
http://purl.org/linguistics/gold/hypernym;What was the profession of krystal dsouza
http://dbpedia.org/ontology/genre;what program is under the fantasy genre?
http://dbpedia.org/ontology/instrument;what instrument did  jay bennett play
http://dbpedia.org/ontology/writer;What writer wrote bedazzled?
http://dbpedia.org/ontology/writer;which story did rainer werner fassbinder contribute on
http://dbpedia.org/ontology/country;where is bresimo located in
http://dbpedia.org/ontology/genre;which game is produced by tactical shooter
http://dbpedia.org/ontology/foundedBy;who founded insomniac games
http://dbpedia.org/ontology/instrument;Who is a musician known for playing the bass guitar?
http://dbpedia.org/property/position;What football position does matt odonnell play?
http://dbpedia.org/ontology/musicComposer;Who did the music for the film everybody fine
http://dbpedia.org/ontology/language;what language is used for the tv program my cheating heart
http://dbpedia.org/ontology/genre;Who is an artist of alternative rock?
http://dbpedia.org/ontology/country;Which country was inju, the beast in the shadow released in?
http://dbpedia.org/ontology/genre;What's an alternative rock album released in the 90s
http://dbpedia.org/ontology/artist;What is a track created by artist david guetta?
http://dbpedia.org/ontology/genre;Name a hardcore punk  artist.
http://dbpedia.org/ontology/literaryGenre;whats the title of a science fiction book
http://dbpedia.org/ontology/literaryGenre;What's would be called a speculative fiction book
http://dbpedia.org/ontology/location;Where is lake okareka located
http://dbpedia.org/ontology/genre;Name a techno artist.
http://dbpedia.org/ontology/deathCause;what japanese wrestler died of cancer
http://dbpedia.org/ontology/religion;what religion does ricimer practice
http://dbpedia.org/ontology/birthPlace;What is the name of the Redskins center born in chicago?
http://dbpedia.org/ontology/language;what is the language spoken in palletoori monagadu?
http://dbpedia.org/ontology/genre;what genre best describes the real deal
http://dbpedia.org/ontology/genre;which game genre does detroit fit in
http://dbpedia.org/ontology/nationality;What is richard snowden andrews's nationality?
http://dbpedia.org/ontology/birthPlace;Where was jone samuelsen born?
http://dbpedia.org/ontology/position;what position has sachin gawas ever played
http://dbpedia.org/ontology/deathPlace;where did miroslav marcovich die?
http://dbpedia.org/ontology/artist;which track is created by slime
http://dbpedia.org/ontology/musicComposer;Which film did paul grabowsky contribute to?
http://dbpedia.org/ontology/country;where is lowestoft college located in
http://dbpedia.org/property/modes;what gameplay mode is sengoku
http://dbpedia.org/ontology/recordLabel;what artist is signed to emi record label
http://dbpedia.org/ontology/recordLabel;Which label is poison (band) on?
http://dbpedia.org/ontology/language;What language is spoken in deadly secret
http://dbpedia.org/ontology/musicComposer;which animated films did deborah lurie contribute music to?
http://dbpedia.org/ontology/genre;is ott lepland pop music or folk
http://dbpedia.org/ontology/country;what country originally featured the show wild card
http://dbpedia.org/ontology/instrument;Which instrument is ron strykert known for playing
http://dbpedia.org/ontology/artist;what album was done by kris kristofferson
http://dbpedia.org/ontology/position;what american football position does bill currier play
http://dbpedia.org/property/genre;what kind of tv show is
http://dbpedia.org/ontology/writer;what song did robert palmer compose
http://dbpedia.org/ontology/writer;Who wrote the film the singing fool
http://dbpedia.org/ontology/artist;What is a song by dolly parton?
http://dbpedia.org/ontology/city;what major cities does the trakia motorway pass through?
http://dbpedia.org/ontology/birthPlace;where in indonesia was chrisye born?
http://dbpedia.org/ontology/position;what football position does artyom baturin play
http://dbpedia.org/ontology/place;what battle took place in memphis, tennessee
http://dbpedia.org/ontology/artist;which tracks were created by krs-one?
http://dbpedia.org/ontology/series;What game is ace combat advance a series continuation?
http://purl.org/linguistics/gold/hypernym;Which genre of tv show is college gameday
http://dbpedia.org/ontology/writer;which song was composed by carlos gardel
http://dbpedia.org/property/studio;who was the production company of the film  aladdin and his lamp
http://dbpedia.org/ontology/genre;What kind of a game is monday night combat
http://dbpedia.org/ontology/location;Where is lake atoka reservoir located
http://dbpedia.org/ontology/birthPlace;Which country was mohd khyril muhymeen zambri born in
http://dbpedia.org/ontology/place;where is the soviet westward offensive of 1918-19 located
http://dbpedia.org/ontology/location;Where in the United States is the neskowin beach state recreation site located
http://purl.org/linguistics/gold/hypernym;what release type is stille
http://dbpedia.org/ontology/isPartOf;What country is plantation in
http://dbpedia.org/ontology/birthPlace;where was razor shines brought into this world
http://dbpedia.org/ontology/birthPlace;which actor is originally from bucharest
http://purl.org/linguistics/gold/hypernym;What is the profession of al montreuil?
http://dbpedia.org/ontology/type;what is the school type of gulf coast high school
http://dbpedia.org/ontology/birthPlace;Where was ian mosley born?
http://dbpedia.org/property/modes;What's a gameplay mode in dk: jungle climber
http://purl.org/linguistics/gold/hypernym;what medium was best of en vogue released in?
http://dbpedia.org/ontology/birthPlace;what politician was born in wuppertal
http://dbpedia.org/ontology/writer;what song did suzanne vega write
http://dbpedia.org/ontology/hometown;where is cmx originally from
http://dbpedia.org/ontology/genre;What is the name of a indie rock genre
http://dbpedia.org/ontology/writer;What is a song written by ian curtis?
http://dbpedia.org/ontology/type;what is the name of a high school
http://dbpedia.org/ontology/recordLabel;What record label is adam gardner signed to
http://purl.org/linguistics/gold/hypernym;Who was a voice actor for winnie the pooh
http://dbpedia.org/ontology/author;what book is written by danielle steel?
http://dbpedia.org/ontology/country;what country is the unusual youth from?
http://dbpedia.org/ontology/genre;Which tv genre does britain's best buildings belong to?
http://xmlns.com/foaf/0.1/gender;what is the sex of matthew booth?
http://xmlns.com/foaf/0.1/gender;what is the gender of muhammad hussain najafi?
http://dbpedia.org/ontology/recordLabel;what label is last days of april signed to
http://dbpedia.org/ontology/genre;what type of music is on the album raw melody men
http://dbpedia.org/ontology/birthPlace;what country is justyna steczkowska from
http://dbpedia.org/ontology/cinematography;who did the cinematography for the film morocco
http://dbpedia.org/ontology/deathPlace;where did lewis sargent die?
http://dbpedia.org/property/modes;what gameplay mode is castle of shikigami iii
http://dbpedia.org/ontology/genre;Which artist's music is an example of rhythm and blues?
http://dbpedia.org/ontology/deathPlace;Where did kuzma petrov-vodkin die
http://dbpedia.org/ontology/genre;What genre of music does antimatterband create?
http://dbpedia.org/ontology/author;What is a work written by ken auletta?
http://purl.org/linguistics/gold/hypernym;What is international quilt study center & museum?
http://purl.org/linguistics/gold/hypernym;What is matty rich a notable example of
http://dbpedia.org/ontology/genre;What genre of music does yuki chikudate make?
http://dbpedia.org/ontology/position;What position does gerald asamoah play?
http://dbpedia.org/ontology/genre;name an example of an electro album.
http://purl.org/linguistics/gold/hypernym;Which album was also released as an album?
http://purl.org/linguistics/gold/hypernym;what is gold base
http://dbpedia.org/ontology/deathPlace;where is the place of death of ted cather
http://dbpedia.org/ontology/literaryGenre;Name a fiction book
http://dbpedia.org/ontology/producer;who produced lick the star
http://dbpedia.org/ontology/timeZone;what cities are in the central european time zone
http://dbpedia.org/ontology/nationality;Where is franklin foer from
http://dbpedia.org/ontology/writer;who wrote the film igby goes down
http://dbpedia.org/ontology/genre;what kind of music is the the blue ep in
http://dbpedia.org/property/modes;what game mode does kinect adventures!  offer
http://dbpedia.org/ontology/birthPlace;What country is dada nabeel a citizen of
http://xmlns.com/foaf/0.1/gender;what is the gender of dennis frederickson
http://dbpedia.org/ontology/writer;which song did yael naim write the lyrics for
http://dbpedia.org/ontology/genre;what's the icelandic equivalent to the reality television show pop idol?
http://dbpedia.org/ontology/type;what type of album is lyricist lounge 2
http://dbpedia.org/ontology/recordLabel;Which record company does dirty vegas belong to?
http://xmlns.com/foaf/0.1/gender;what is the gender of arthur findlay?
http://dbpedia.org/ontology/birthPlace;what is fausto pocar's place of birth
http://dbpedia.org/ontology/artist;what is the album by the artist andrew lloyd webber
http://dbpedia.org/ontology/publisher;what game is published by lionhead studios?
http://dbpedia.org/ontology/director;who directed the movie blues brothers 2000?
http://dbpedia.org/ontology/birthPlace;Who is someone that was born in casa grande
http://dbpedia.org/ontology/type;What kind of school is st. josephs college, geelong
http://dbpedia.org/ontology/owner;who owns wlwi-fm
http://dbpedia.org/ontology/deathPlace;what was the place of death of thomas beamish akins
http://dbpedia.org/property/genre;how would love, elections & chocolate be classified
http://dbpedia.org/ontology/creator;who created bitoys showwwtime?
http://dbpedia.org/ontology/country;What is mark vines' nationality?
http://dbpedia.org/ontology/writer;Which film did christian carion write?
http://dbpedia.org/ontology/type;what type of album is entreat?
http://dbpedia.org/ontology/recordLabel;Name an artist on columbia records.
http://dbpedia.org/property/modes;which type of gameplay mode is pharaoh
http://dbpedia.org/ontology/isPartOf;whats a town located in  indiana
http://dbpedia.org/ontology/position;what position does  kevin mench play
http://dbpedia.org/ontology/recordLabel;What label did tift merritt  sign with
http://dbpedia.org/ontology/genre;what is an electronic dance music album?
http://dbpedia.org/property/modes;what type of mode is pinball?
http://dbpedia.org/ontology/birthPlace;which famous person was born in the lower east side
http://purl.org/linguistics/gold/hypernym;what is paul manship known as
http://dbpedia.org/ontology/isPartOf;what country is the city of naples located in
http://dbpedia.org/ontology/genre;whats the genre of  my gentleman friend
http://purl.org/linguistics/gold/hypernym;what is an example of the album type of release
http://purl.org/linguistics/gold/hypernym;what is albert henry ross known for
http://dbpedia.org/ontology/birthPlace;What actor was born in budapest?
http://dbpedia.org/ontology/developer;What is a game developed by Mindscape group?
http://dbpedia.org/ontology/birthPlace;which southern city was jeff brantley born in
http://dbpedia.org/ontology/timeZone;what time zone is purmerend in
http://dbpedia.org/ontology/birthPlace;who was born in la chaux-de-fonds
http://dbpedia.org/property/religion;What religion does john b. johnson practice?
http://dbpedia.org/ontology/writer;what is a composition by j. d. souther
http://purl.org/linguistics/gold/hypernym;what is martin mathias secor's profession
http://dbpedia.org/ontology/birthPlace;what was the place of birth of steve lee
http://dbpedia.org/ontology/deathPlace;Where did muhammad juman die?
http://dbpedia.org/ontology/genre;Who is an artist known for pop rock?
http://dbpedia.org/ontology/instrument;which instruments does billy smiley play?
http://dbpedia.org/ontology/genre;what type of videogame is sengoku ninja tai
http://dbpedia.org/ontology/genre;what kind of music does apocalyptica play
http://dbpedia.org/ontology/country;what is elke schmitter's county of nationality?
http://dbpedia.org/ontology/deathPlace;which city did freddy soto pass away in
http://dbpedia.org/ontology/influencedBy;What writer influenced ann beattie
http://dbpedia.org/ontology/genre;what is a news program
http://dbpedia.org/ontology/genre;What genre of music would the immediate be classified under?
http://dbpedia.org/ontology/literaryGenre;What is the title of a science fiction book?
http://dbpedia.org/ontology/location;which tourist attractions are located near san luis obispo?
http://dbpedia.org/ontology/producer;who was the producer of the film gross anatomy
http://dbpedia.org/ontology/isPartOf;what is located in jakarta?
http://dbpedia.org/ontology/parent;What is the name of forrest mars, sr.'s child?
http://dbpedia.org/property/genre;what genre is the show eliot kid
http://dbpedia.org/ontology/birthPlace;Where was bahman mohasses born?
http://dbpedia.org/ontology/birthPlace;who was born in keswick, cumbria
http://dbpedia.org/ontology/country;lees is in which nation?
http://dbpedia.org/ontology/field;What is an art form by tomma abts?
http://dbpedia.org/property/studio;what's one of the production companies that worked on the brides of dracula
http://dbpedia.org/ontology/birthPlace;Where was giorgio lamberti born?
http://purl.org/linguistics/gold/hypernym;what is caltagirone editore?
http://dbpedia.org/property/modes;how many players can play top spin 2
http://dbpedia.org/ontology/state;where is the university of st. thomas  located
http://dbpedia.org/ontology/nationality;What nationality is teresa coady
http://dbpedia.org/ontology/position;What position does jesper hakansson play
http://dbpedia.org/ontology/isPartOf;what is a mountain in north america
http://dbpedia.org/ontology/language;what language do they speak in the hands of orlac
http://dbpedia.org/ontology/genre;what kind of metal is the album my kantele
http://dbpedia.org/ontology/literaryGenre;what is the genre of voyage to faremido
http://dbpedia.org/ontology/genre;what genre of music is josh pyke
http://dbpedia.org/ontology/country;where is old aberdeen located
http://dbpedia.org/ontology/birthPlace;Where was kamaal khan born?
http://purl.org/linguistics/gold/hypernym;What kind of profession does robinson stevenin have?
http://dbpedia.org/ontology/genre;Name an traditional pop music album
http://dbpedia.org/ontology/position;What position did brad fullmer play
http://dbpedia.org/ontology/nationality;which nationality is amir slama
http://dbpedia.org/ontology/genre;what type of show is ocean girl?
http://dbpedia.org/ontology/recordLabel;What's a death metal band on ferret music
http://dbpedia.org/ontology/birthPlace;Where was antiflag born
http://dbpedia.org/ontology/birthPlace;who born in waubay and served in WWII and the korean war
http://dbpedia.org/ontology/author;who wrote flush: a biography
http://dbpedia.org/ontology/birthPlace;where was carol duboc given birth
http://xmlns.com/foaf/0.1/gender;Is bock baker a male or female
http://dbpedia.org/ontology/country;Which state id rogers dry lake found
http://dbpedia.org/ontology/genre;What type of music is on the album masquerade
http://dbpedia.org/ontology/genre;what kind of music is para ti con desprecio
http://dbpedia.org/ontology/artist;state a track by artist philharmonia orchestra
http://dbpedia.org/ontology/country;Which country did the film Amreeka premiere in?
http://dbpedia.org/ontology/literaryGenre;What's a notable science fiction book
http://dbpedia.org/ontology/country;which province is located in bolivia
http://dbpedia.org/ontology/writer;which movie was written by kirsten smith
http://dbpedia.org/ontology/isPartOf;Where is orange county located in?
http://dbpedia.org/ontology/creator;who created the fictional characterd oomsday
http://dbpedia.org/ontology/deathPlace;Where did charlie spivak die
http://dbpedia.org/ontology/type;what type of bridge is bear mountain bridge
http://dbpedia.org/ontology/genre;What is a rock music album by bob weir?
http://dbpedia.org/ontology/genre;who is an artist plays pop rock music?
http://dbpedia.org/ontology/deathPlace;which city did patrick allotey pass away
http://dbpedia.org/ontology/genre;what types of music is played by cserhati zsuzsa
http://dbpedia.org/ontology/birthPlace;what is don stenberg's country of origin?
http://dbpedia.org/ontology/genre;what is the genre of the cape
http://dbpedia.org/ontology/position;Name a hockey player who is a goaltender
http://dbpedia.org/ontology/birthPlace;Name someone who was born in Stockholm
http://dbpedia.org/ontology/genre;which program is of the tv genre animated television series
http://dbpedia.org/ontology/literaryGenre;what sort of book is the hot kid
http://purl.org/linguistics/gold/hypernym;What is jonathan rand's profession?
http://dbpedia.org/ontology/literaryGenre;what is a fictional book?
http://dbpedia.org/ontology/genre;what is a pop punk album with new york in its title
http://dbpedia.org/ontology/genre;what sort of music is solaris
http://dbpedia.org/ontology/country;what state is chandlerville in
http://dbpedia.org/ontology/recordLabel;which label is samlamore signed to
http://dbpedia.org/ontology/birthPlace;where was amelia curtis given birth
http://dbpedia.org/ontology/deathPlace;what was the place of death of enrico de nicola
http://dbpedia.org/ontology/genre;What genre of album is nina simone in concert?
http://dbpedia.org/ontology/position;what position does samuel galindo play in soccer?
http://dbpedia.org/ontology/distributor;what film is associated with seven arts pictures
http://dbpedia.org/ontology/birthPlace;which city was chris difford born in
http://dbpedia.org/ontology/genre;What is the genre of the album londinium
http://dbpedia.org/ontology/deathPlace;Where did gerry studds die?
http://dbpedia.org/ontology/isPartOf;Name a city in california.
http://dbpedia.org/ontology/position;what is a football position of ian britton
http://dbpedia.org/ontology/author;what works has donald hamilton written
http://dbpedia.org/ontology/recordLabel;what is johnny dee's record label
http://dbpedia.org/ontology/genre;what kind of music is found on it's hard
http://dbpedia.org/ontology/deathPlace;What city did heinrich starke die in
http://dbpedia.org/ontology/field;which art medium does mike mitchell use
http://dbpedia.org/ontology/genre;Name one of many blues album
http://dbpedia.org/ontology/genre;what kind of music can be found on the album flyaway
http://dbpedia.org/ontology/birthPlace;Which country is marcus einfeld from?
http://dbpedia.org/ontology/class;what automotive class classifies pontiac torrent
http://dbpedia.org/ontology/deathPlace;where did clifford stine die?
http://dbpedia.org/ontology/artist;What is an album released by superchunk
http://dbpedia.org/ontology/genre;what kind of subgenre of rock music is on trailblazer
http://dbpedia.org/ontology/timeZone;If you found yourself in new tulsa, what time zone would you be in?
http://dbpedia.org/ontology/country;where is the location of touro university nevada?
http://dbpedia.org/ontology/director;what film did lloyd richards direct?
http://dbpedia.org/ontology/birthPlace;where was ray stricklyn given birth
http://dbpedia.org/ontology/isPartOf;which country locates calarasi county
http://purl.org/linguistics/gold/hypernym;What type of release did astoria: portrait of the artist have?
http://dbpedia.org/ontology/genre;what type of game is minecraft?
http://dbpedia.org/ontology/genre;What album is from the J-Pop genre?
http://dbpedia.org/ontology/developer;Who developed espn mls gamenight
http://dbpedia.org/ontology/location;What's a popular attraction in graz
http://purl.org/linguistics/gold/hypernym;what did gino sinimberghi do for a living
http://dbpedia.org/ontology/genre;what music genre is granddrive1?
http://dbpedia.org/ontology/director;which historical film was directed by thomas edison?
http://xmlns.com/foaf/0.1/gender;what gender is caleb strong
http://xmlns.com/foaf/0.1/gender;whats  e. gerald corrigan gender
http://dbpedia.org/ontology/genre;what artist performs eurodance music?
http://dbpedia.org/ontology/genre;What kind of tv program is dino babies?
http://purl.org/linguistics/gold/hypernym;which album was released by gary numan?
http://dbpedia.org/ontology/isPartOf;what state is mayflower in
http://dbpedia.org/ontology/instrument;What musical instrument does kozi play
http://dbpedia.org/ontology/director;what movie did douglas trumbull direct
http://dbpedia.org/ontology/director;Which episode did vincent misiano direct
http://purl.org/linguistics/gold/hypernym;What profession is lisa onodera?
http://dbpedia.org/ontology/writer;Name a song that siouxsie sioux wrote the lyrics for.
http://purl.org/linguistics/gold/hypernym;What type of release did figure number five have?
http://dbpedia.org/ontology/birthPlace;Who was born in cleveland, ohio?
http://dbpedia.org/ontology/birthPlace;what mystic and writer was born in mexico
http://dbpedia.org/ontology/birthPlace;name a british radio presenter born in london
http://purl.org/linguistics/gold/hypernym;what is kenny dorham's profession?
http://purl.org/linguistics/gold/hypernym;who is lawrence b. anderson
http://dbpedia.org/ontology/genre;is tragiedia wg post regiment considered hardcore punk or jazz
http://dbpedia.org/ontology/type;What type of school is st. philips christian college
http://dbpedia.org/ontology/influencedBy;who has peter campus influenced?
http://dbpedia.org/ontology/musicComposer;Which film was bronislau kaper the musical contributor for?
http://dbpedia.org/ontology/birthPlace;Where was john quincy adams ii's place of birth?
http://dbpedia.org/ontology/artist;What is the name of a track by ambergris caye?
http://dbpedia.org/ontology/industry;in what industry does 1-up studio business operate
http://dbpedia.org/ontology/battle;Which war was masatomi kimura part of?
http://dbpedia.org/ontology/religion;what belief does adolf mwesige practice
http://purl.org/linguistics/gold/hypernym;What is the occupation of william perfect?
http://dbpedia.org/ontology/country;san leandro creek is in what country
http://dbpedia.org/ontology/genre;what music is taylor james known for making
http://xmlns.com/foaf/0.1/gender;what gender does leon ford identify as?
http://purl.org/linguistics/gold/hypernym;who is a female journalist
http://dbpedia.org/ontology/location;What school is located in hopkinsville?
http://dbpedia.org/ontology/writer;who composed it's a new day
http://dbpedia.org/ontology/location;Where is lock no. 1, north new river canal in florida
http://purl.org/linguistics/gold/hypernym;Name an actor.
http://dbpedia.org/ontology/birthPlace;What is the name of a man born in stockport?
http://dbpedia.org/ontology/birthPlace;what is the nationality of ella van heemstra
http://dbpedia.org/ontology/locatedInArea;Which country is twin peaks (broads fork) located in?
http://dbpedia.org/ontology/birthPlace;Name a person born in Bangor.
http://dbpedia.org/ontology/musicComposer;what music is in the film the runaround?
http://dbpedia.org/ontology/genre;what album is an example of rock music?
http://dbpedia.org/ontology/birthPlace;what male actor was born in warsaw?
http://xmlns.com/foaf/0.1/gender;whats tao yang's gender
http://purl.org/linguistics/gold/hypernym;what is an album
http://dbpedia.org/ontology/genre;what is a anime show featuring a polar bear
http://dbpedia.org/ontology/isPartOf;What is a coastal province located in huangdao district?
http://purl.org/linguistics/gold/hypernym;What is brandon dickson's profession?
http://dbpedia.org/ontology/religion;does theodore frelinghuysen seward practice hinduism or christian science
http://dbpedia.org/ontology/isPartOf;what country is damavand, iran in?
http://dbpedia.org/ontology/architecturalStyle;What is a building that demonstrates gothic architecture
http://purl.org/linguistics/gold/hypernym;What is distractions
http://dbpedia.org/ontology/author;who wrote the death of bunny munro
http://dbpedia.org/ontology/location;Name a location within courbevoie
http://dbpedia.org/ontology/deathCause;Who died from suicide?
http://dbpedia.org/ontology/writer;Who wrote lovely & amazing
http://dbpedia.org/ontology/recordLabel;what label is johnny diesel under
http://dbpedia.org/ontology/locatedInArea;What is partially contained within england
http://dbpedia.org/ontology/isPartOf;what river is found in north america
http://dbpedia.org/ontology/country;Name a province in Kingdom of the Netherlands.
http://purl.org/linguistics/gold/hypernym;What album did v-u-den release in 2007?
http://dbpedia.org/ontology/type;what is a school within the public university category
http://dbpedia.org/ontology/language;what language was used in the film manina, the girl in the bikini
http://dbpedia.org/ontology/deathCause;who died in myocardial infarction
http://dbpedia.org/ontology/hometown;where does the group the heartbroken originate
http://dbpedia.org/ontology/genre;Which album is a rock music album?
http://dbpedia.org/ontology/artist;what track did lavern baker write
http://dbpedia.org/ontology/isPartOf;Which country is otorohanga in?
http://purl.org/linguistics/gold/hypernym;Gene Schall is famous for playing which spot?
http://dbpedia.org/ontology/nationality;Which country is abhinav bindra from
http://dbpedia.org/ontology/isPartOf;what states contains elba
http://dbpedia.org/ontology/movement;from what period is juan gris associated with
http://purl.org/linguistics/gold/hypernym;Name a famous musician.
http://dbpedia.org/ontology/hometown;where is kum bunnadeth from
http://dbpedia.org/ontology/writer;what lyrics did brandi carlile write
http://dbpedia.org/ontology/birthPlace;Who is a football striker born in ouagadougou?
http://dbpedia.org/ontology/isPartOf;what country is tarapur in?
http://dbpedia.org/ontology/literaryGenre;what is a philosophy book?
http://dbpedia.org/ontology/instrument;what instrument does jason webley play
http://dbpedia.org/ontology/author;which author wrote the book shorter views
http://dbpedia.org/ontology/genre;what genre is jean-paul mauric
http://dbpedia.org/ontology/position;what position does marc janko play
http://dbpedia.org/ontology/headquarter;Where is daily democrat circulated?
http://dbpedia.org/ontology/isPartOf;what state is located in coloma
http://dbpedia.org/ontology/genre;what genre of music does mark evans (musician) perform
http://xmlns.com/foaf/0.1/gender;is vera de bosset male or female
http://dbpedia.org/ontology/position;maruf mohammadi plays what position
